Name;PLZ;Ort ;Straße;geschlossen/nicht vorhanden;Homepage;Typ;Bundesland;ADMA;Hogast;Privatkunde;potentieller Kunde;Bädertechnik;Service;Chemie;Telefon;Ansprechpartner;Berechnung;lat;lon
Erlebnisbad Centrelax;2560;Berndorf    ;Sportpromenade 14;;;Freibad;Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;47.94920585;16.104054907631465
Schloss Hernstein Hotelbetriebsgesellschaft mbH;2560;Berndorf    ;Berndorfer Straße 32;;;Hotelanlage;Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;47.9334781;16.1643084
Land Niederösterreichp.A.NÖ SozialpädagogischesBetreuungszentrum Pottenstein;2563;Pottenstein;Gutensteinerstraße 65;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;47.9598464;16.08287591421942
Mario Grabner Pool e.U.;2563;Pottenstein;Bundesstraße 26;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;47.953049;16.097932
Marktgemeinde Sollenau;2601;Sollenau;Hauptplatz 11;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;47.896273;16.2495861
Freibad Felixdorf;2603;Felixdorf;Badgasse 4;;;Freibad;Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;47.881724;16.228647464722364
Stadtgemeinde NeunkirchenErholungszentrum;2620;Neunkirchen;Am Erholungszentrum 8;;;Frei- & Hallenbad;Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;47.7214067;16.072692617271173
HV WEG Gläserstraße 5 (Sonnhof)zH Immobilienservice Michaela Hofer;2640;Gloggnitz    ;August-Fabbri-Straße 7;;;Hotelanlage;Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;47.68009685;15.972688324940945
Freibad Payerbach;2650;Payerbach    ;Dr. Coumont Straße 4;;;Freibad;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;47.692257549999994;15.862433466161782
Payerbacherhof;2650;Payerbach;Hauptstraße 2;;https://www.payerbacherhof.at/;Hotelanlage;Niederösterreich;Gerald Jagschitz;ja;;;;ja;ja;;;1;47.693012;15.863537
Gemeinschaft Strandbad Edlach;2651;Reichenau an der Rax ;Johann-Reifböck-Gasse 23;;;Freibad;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;47.694945950000005;15.837716336584599
Hotel Raxalpenhof;2651;Reichenau;Preinrotte 9;;;Hotelanlage;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;47.69939;9.061283
Marienhof;2651;Reichenau an der Rax;Hauptstraße 71-73;;https://www.marienhof.at/de/?utm_source=GoogleMyBusiness&utm_medium=KlickWebsite&utm_campaign=GoogleMyBusiness;Hotelanlage;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;47.6965823;15.840116381114973
Semmering Sporthotel ;2680;Semmering;Carolusstraße 10;;https://semmering.com/;Hotelanlage;Niederösterreich;Ernst Schügerl;;;;;ja;ja;02664 86410;;1;47.63053045;15.837231477972082
Akademiebad Wiener Neustadt;2700;Wiener Neustadt   ;Ungargasse 26;;;Freibad;Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;47.8114883;16.2518262229245
Aqua Nova;2700;Wiener Neustadt   ;Ferdinand Graf von Zeppelinstraße 12;;;Frei- & Hallenbad;Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;47.8408066;16.259150502684875
Bundesimmobilienges.m.b.H.OM - Team Niederösterreich Süd;2700;Wiener Neustadt;Burgplatz 2;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;47.81017715;16.244375921879588
Müller & Trampitsch OHG;2700;Wiener Neustadt;Bahngasse 5;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;47.81053885;16.242696694122515
"NÖ Landesregierung
Waldschule Wr. Neustadt";2700;Wiener Neustadt;Im Föhrenwald 3;;https://www.waldschule-wrneustadt.ac.at/;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;47.7671573435833;16.192454623587900
WEG-2824-Schlossparkp.a. Müller & Trampitsch OHG;2700;Wiener Neustadt;Bahngasse 5;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;47.81053885;16.242696694122515
Würflacher Wellnesswelt;2732;Würflach;Willendorferstrasse 150;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;47.7772027;16.0548411
Freibad Grünbach am Schneeberg;2733;Grünbach am Schneeberg;Badstraße 1;;;Freibad;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;47.79530525;15.98916690559474
Schwimmbad Grünbach;2733;Grünbach am Schneeberg  ;Badstraße 7;;;Freibad;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;47.7922417;15.991391169299067
Forellenhof;2734;Puchberg am Schneeberg;Losenheimstr.132;;;Hotelanlage;Niederösterreich;Gerald Jagschitz;ja;;;;ja;ja;;;1;47.790899;15.843056
Freibad Puchberg am Schneeberg;2734;Puchberg am Schneeberg  ;Sticklergasse 3;;;Freibad;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;47.78879395;15.911550996236853
Wanzenböck  Forellenhof;2734;Puchberg am Schneeberg;Losenheimer Straße 132;;https://www.forellenhof-puchberg.at/;Hotelanlage;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;47.7911534;15.843165306828496
WohlfühlhotelASK Investment GMBH;2734;Puchberg am Schneeberg;Paradiesweg 4;;;Hotelanlage;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;47.790835200000004;15.906825893292483
Waldbad Markt Piesting;2753;Markt Piesting   ;Bocksbachgasse 13;;;Freibad;Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;47.8688243;16.130628034995546
Freibad Waidmannsfeld;2763;Neusiedl    ;Badgasse 1;;;Freibad;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;47.89213895;15.964657905510807
Freibad Gutenstein;2770;Gutenstein    ;Hauptstrasse 86;;;Freibad;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;47.8764507;15.894931719682104
Therme Linsberg Asia;2822;Bad Erlach   ;Thermenplatz 1;;https://www.linsbergasia.at/;Therme;Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;47.733357;16.204082
Schlossbad Pitten;2823;Pitten    ;Obere Feldstraße;;;Freibad;Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;47.715326509865726;16.179918434247774
Parkbad Seebenstein;2824;Seebenstein    ;Schlossweg 20;;;Freibad;Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;47.69695795;16.140915170594326
Sauna und Hallenbad Scheiblingkirchen;2831;Scheiblingkirchen    ;Badgasse 100;;;Hallenbad;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;47.6565653;16.13279442402681
Marktgemeinde Edlitz;2842;Edlitz;Markt 10;;;Freibad;Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;47.597901;16.141145
Blochberger Eisproduktion GmbH;2851;Krumbach;Königsegg 25;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;47.5326594;16.1549729162953
Freibad Feistritz am Wechsel;2873;Feistritz am Wechsel;Feistritz am Wechsel 145;;;Freibad;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;47.59948885;16.05150295
Marktgemeinde Kirchberg am Wechsel;2880;Kirchberg am Wechsel;Markt 63;;;;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;47.608987;15.990446
Schwimmbad Kirchberg am Wechsel;2880;Kirchberg am Wechsel;Markt 264;;;Freibad;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;47.605383;15.99665
Mesonic Services GmbH;3001;Mauerbach;Herzog Friedrich-Platz 2;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;48.24925185566017;16.166887685883815
Schlosspark Mauerbach;3001;Mauerbach;Herzog Friedrich-Platz 1;;;Hotelanlage;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;48.2487706;16.165613285648725
Bungalow Club;3002;Purkersdorf;Wintergasse 121;;;Hotelanlage;Niederösterreich;Gerald Jagschitz;;;;;ja ;ja;;;1;48.206807999999995;16.200252802233514
Wienerwaldbad Purkersdorf;3002;Purkersdorf    ;Fürstenberggasse 9;;;Freibad;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;48.20299205;16.172291939709638
Strandbad Pressbaum;3021;Pressbaum;Uferzeile 24;;;Freibad;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;48.183481650000004;16.096806245617746
Wienerwaldbad – Erlebnisbad;3032;Eichgraben    ;Finsterleitenstraße 7;;;Freibad;Niederösterreich;noch keine Zuordnung;;;;;ja;ja;;;1;48.183851;15.98199
Freibad Altlengbach;3033;Altlengbach    ;Badgasse 11;;;Freibad;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;48.152841449738894;15.928798263449348
Steinberger;3033;Altlengbach ;Hauptstrasse 28;;https://www.hotel-steinberger.at/;Hotelanlage;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;48.154114;15.919883
Wallner Handel undAbfallverwertungs GmbH;3033;Altlengbach ;Furthbauergasse 2, Stiege 1 Tür 1;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;48.152926;15.910443
Freibad Neulengbach;3040;Neulengbach    ;Badstraße 180;;;Freibad;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;48.19162738482254;15.900021853897277
Aquacity St. Pölten;3100;St. Pölten   ;Schießstattring 15;;;Hallenbad;Niederösterreich;Alexander Plöchl;;;;;ja;ja;;;1;48.2052367;15.619851404159796
Citysplash St. Pölten;3100;St. Pölten   ;Handel-Mazzetti-Straße 2;;;Freibad;Niederösterreich;Alexander Plöchl;;;;;ja;ja;;;1;48.1955286;15.627119318113845
Ratzersdorfer Badesee bei St. Pölten;3100;St. Pölten   ;Bimbo Binder Promenade 15;;;Naturbadeanlage;Niederösterreich;Alexander Plöchl;;;;;ja;ja;;;1;48.22466415;15.659415864380215
Bundesimmobliengesellschaft m.b.H.OM Team NÖ West;3109;St. Pölten   ;Niederösterreicherring 2/Haus B;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Alexander Plöchl;;;;;ja;ja;;;1;48.208968;15.628799
Waldbad Oberwölbling;3124;Oberwölbling    ;Waldbadstraße 27;;;Freibad;Niederösterreich;Alexander Plöchl;;;;;ja;ja;;;1;48.322413100000006;15.582183815475235
Neue Mittelschulgemeinde Herzogenburg;3130;Herzogenburg    ;Rathausplatz 8;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Alexander Plöchl;;;;;ja;ja;;;1;48.2853375;15.694655327709954
M.R.W. Betriebs GmbH;3161;St. Veit an derGölsen;Bauhofstraße 2;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;48.04591;15.659682
Stadtbad Hainfeld;3170;Hainfeld    ;Badpromenade 27;;;Freibad;Niederösterreich;Alexander Plöchl;;;;;ja;ja;;;1;48.03484965;15.775881474452381
Freibad Hohenberg;3192;Hohenberg;Badweg  7;;;Freibad;Niederösterreich;Alexander Plöchl;;;;;ja;ja;;;1;47.9101745;15.623263875
Erlauftalbad;3251;Purgstall an der Erlauf;Graf-Schaffgotsch-Gasse 2;;;Freibad;Niederösterreich;Alexander Plöchl;;;;;ja;ja;;;1;48.0600687;15.134163319475231
Naturbad Amstetten;3300;Amstetten    ;Stadionstraße 12;;;Frei- & Hallenbad;Niederösterreich;Alexander Plöchl;;;;;ja;ja;;;1;48.116277;14.878657835722965
Rehabilitationszentrum Weyer der PVAAdministrative Verwaltung;3335;Weyer;Mühlein 2;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Alexander Plöchl;;;;;ja;ja;;;1;47.857675;14.682573
Parkbad Waidhofen an der Ybbs;3340;Waidhofen an der Ybbs ;Urltalstraße 4;;;Freibad;Niederösterreich;Alexander Plöchl;;;;;ja;ja;;;1;47.9641123;14.7748186
Schloss an der Eisenstrasse;3340;Waidhofen an der Ybbs;Am Schloßplatz 1;;https://www.schlosseisenstrasse.at/;Hotelanlage;Niederösterreich;Alexander Plöchl;;;;;ja;ja;;;1;47.962731;14.775475
Freibad Ybbsitz;3341;Ybbsitz    ;Am Wöhr 2;;;Freibad;Niederösterreich;Alexander Plöchl;;;;;ja;ja;;;1;47.946431;14.886425
Ybbstaler Solebad;3345;Göstling an der Ybbs ;Oberkogelsbach 21;;https://www.ybbstaler-solebad.at/;Therme;Niederösterreich;Alexander Plöchl;;;;;ja;ja;;;1;47.810066;14.934935
Freibad Aschbach-Markt;3361;Aschbach-Markt;Badstraße 5;;;Freibad;Niederösterreich;Alexander Plöchl;;;;;ja;ja;;;1;48.071666449999995;14.749097699999997
Hotel Kothmühle GmbH Herr Scheiblauer;3364;Neuhofen an der Ybbs;Kothmühle 1;;https://www.kothmuehle.at/;Hotelanlage;Niederösterreich;Alexander Plöchl;ja;;;;ja;ja;;;1;48.05711;14.895566
Sportstätten Klosterneuburg GmbHHappyland;3400;Klosterneuburg;In der Au;;;Hallenbad;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;48.309182849342804;16.333004163797575
Stadtgemeinde KlosterneuburgGA I/2 Strandbad Klosterneub.;3400;Klosterneuburg;Rathausplatz 1;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;48.3047791;16.3255948
Strandbad/ Freibad Klosterneuburg;3400;Klosterneuburg    ;Stranbadstraße 16;;;Naturbadeanlage Plus;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;48.30499;16.323756
Wohnungseigentümerschaftz.Hr.DI Bernhard;3400;Klosterneuburg;Wagnergasse 15;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;48.31887225;16.307419704401994
Freibad Königstetten;3433;Königstetten    ;Wiener Straße 82;;;Freibad;Niederösterreich;Alexander Plöchl;;;;;ja;ja;;;1;48.304964;16.156812
Hallenbad, Sauna Zwentendorf;3435;Zwentendorf an der Donau ;Goetheplatz 2;vorübergehend geschlossen;;Hallenbad;Niederösterreich;noch keine Zuordnung;;;;;ja;ja;;;1;48.344959;15.911183
Gesundheitseinrichtung Sitzenberg-Reidling;3454;Sitzenberg-Reidling;Gesundheitsplatz 1;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Alexander Plöchl;;;;;ja;ja;;;1;48.31636565;15.802560022912314
Erlebnisbad Absdorf;3462;Absdorf    ;Badstraße 4;;;Freibad;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;48.403138;15.984386
Neue Mittelschulgemeinde Grafenegg;3492;Etsdorf;Hauptstraße 29;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Alexander Plöchl;;;;;ja;ja;;;1;48.45042245;15.730254666577796
NÖ Landesgesundheitsagenturp.A. Universitätsklinikum Krems;3500;Krems an der Donau;Mitterweg 10;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Alexander Plöchl;;;;;ja;ja;;;1;48.41202845;15.615587936304662
Marktgemeinde Gars am Kamp;3571;Gars am Kamp;Hauptplatz 82;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Alexander Plöchl;;;;;ja;ja;;;1;48.59713955;15.659824254812833
Freibad Großweikersdorf;3701;Großweikersdorf    ;Sportzentrum 1;;;Freibad;Niederösterreich;Alexander Plöchl;;;;;ja;ja;;;1;48.477502;15.977642
Freibad Ziersdorf;3710;Ziersdorf;Parkgasse 503/2;;;Freibad;Niederösterreich;Alexander Plöchl;;;;;ja;ja;;;1;48.52686569232336;15.933142535995044
Freibad Eggenburg;3730;Eggenburg    ;Bahnallee 22;;;Freibad;Niederösterreich;Alexander Plöchl;;;;;ja;ja;;;1;48.63948905;15.806683720062825
Sonnenwaldbad Pulkau;3741;Pulkau;Pulkautal;;;Freibad;Niederösterreich;Alexander Plöchl;;;;;ja;ja;;;1;48.7064297;15.8430013
Linz Service GmbHPostfach 6009;4021;Linz;Wiener Strasse 51;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Oberösterreich;Petra Freilinger ;;;;;ja;ja;;;1;48.289223;14.2987343
Österreichische GesundheitskasseLandesstelle OÖ, BFMB;4021;Linz;Postfach 61;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Oberösterreich;Petra Freilinger ;;;;;ja;ja;;;1;48.30824;14.27554
Caritas OberösterreichInfrastruktur;4060;Leonding;St. Isidor 16;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Oberösterreich;Petra Freilinger ;;;;;ja;ja;;;1;48.264588;14.266836
Leonding Freibad;4060;Leonding;Limesstraße 10a;;;Freibad;Oberösterreich;Petra Freilinger ;;;;;ja;ja;;;1;48.2674758;14.25180560301779
Waldbad Pasching;4061;Pasching;Poststraße 4;;;Freibad;Oberösterreich;Petra Freilinger ;;;;;ja;ja;;;1;48.24044;14.234411
Hotel Weiß GmbH ;4143;Neustift;Püreth 5;;;Hotelanlage;Tirol;Alexander Plöchl;ja;;;;ja;ja;;;1;48.27896;15.55158
Erlebnisbad AquaRo;4150;Rohrbach-Berg;Hopfengasse 13;;;Freibad;Oberösterreich;Alexander Plöchl;;;;ja;ja;ja;;;1;48.5680166;13.990659670148979
Kinder- Reha Rohrbach-Berg GmbH ;4150;Rohrbach-Berg;Krankenhausstraße 5;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Oberösterreich;Alexander Plöchl;ja;;;;ja;ja;;;1;48.57045325;13.98523230229828
RasenBallsport Leipzig GmbH;4177;Leipzig;Arenablick 1;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);DE;Petra Freilinger ;;;;;ja;ja;;;1;51.3420099471833;12.340872172941086
Freibad Neumarkt im Mühlkreis;4212;Neumarkt im Mühlkreis;Horneburgstraße 28;;;Freibad;Oberösterreich;Alexander Plöchl;;;;;ja;ja;;;1;48.4252631;14.485540100000001
"Freibadanlage ""Aquarella""";4222;Sankt Georgen an der Gusen;In der Au 19;;;Freibad;Oberösterreich;Alexander Plöchl;;;;;ja;ja;;;1;48.277704299999996;14.447506828893781
Hotel Freigold GmbH;4240;Freistadt;Am Stieranger 4;;;Hotelanlage;Oberösterreich;Alexander Plöchl;;;;;ja;ja;;;1;48.506752;14.501055
Erlebnis-Freibad Enns;4470;Enns;Födermayrstrasse 4;;;Freibad;Oberösterreich;Petra Freilinger ;;;;;ja;ja;;;1;48.2126594;14.474484994109442
Stadtgemeinde Enns;4470;Enns;Hauptplatz 11;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Oberösterreich;Alexander Plöchl;;;;;ja;ja;;;1;48.2146649;14.4797659
Familien- und Erlebnisbad Leonstein;4592;Leonstein;Badstraße 25;;;Freibad;Oberösterreich;noch keine Zuordnung;;;;;ja;ja;;;1;47.8958207;14.227428749999998
OptimaMedGesundheitsresort Bad Wimsbach GmbH;4654;Bad Wimsbach-Neydharti;Neydharting 4;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Oberösterreich;Petra Freilinger ;;;;;ja;ja;;;1;48.052122;13.882716
Seniorenheim der Stadtgemeinde Laakirchen;4663;Laakirchen;Wolfstraße 3;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Oberösterreich;Petra Freilinger ;;;;;ja;ja;;;1;47.982881;13.821093
Schwimmbad;4690;Schwanenstadt;Salzburgerstraße 23;;;Freibad;Oberösterreich;Petra Freilinger ;;;;;ja;ja;;;1;48.05201635;13.768366450000006
Pöttinger Installations GmbH;4710;Grieskirchen;Rossmarkt 23;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Oberösterreich;Petra Freilinger ;;;;;ja;ja;;;1;48.2340441;13.8301972
Freibad Andorf;4770;Andorf;Hans-Holz-Straße 3;;;Freibad;Oberösterreich;Petra Freilinger ;;;;;ja;ja;;;1;48.37379905;13.57382404779774
OÖ Gesundheitsholding GmbHKlinikum Schärding;4780;Schärding;Alfred-Kubin-Straße 2;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Oberösterreich;Petra Freilinger ;;;;;ja;ja;;;1;48.45526595;13.435665053433478
Stadtbad Schärding;4780;Schärding;Kenzianweg 6;;;Freibad;Oberösterreich;Petra Freilinger ;;;;;ja;ja;;;1;48.4527048;13.434079495833334
Hallenbad und Sauna Ebensee;4802;Ebensee;Hauptstraße 34;;;Hallenbad;Oberösterreich;Petra Freilinger ;;;;;ja;ja;;;1;47.812353;13.774198
HKSKA Bad Ischl Betriebs GmbH;4820;Bad Ischl;Gartenstraße 9;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Oberösterreich;Petra Freilinger ;;;;;ja;ja;;;1;47.7102779;13.613955144850816
Oberösterreichische Gesundheitsholding GmbHSalzkammergut-Klinikum Bad Ischl;4820;Bad Ischl;Dr. Mayer-Straße 8-10;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Oberösterreich;Petra Freilinger ;;;;;ja;ja;;;1;47.706134950000006;13.624285836812893
ÖGK- OberösterreichGesundheitszentrum Tisserand;4820;Bad Ischl;Kaltenbachstrasse 31;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Oberösterreich;Petra Freilinger ;;;;;ja;ja;;;1;47.7017319;13.608498427798983
Pensionsversicherungsanstalt (PVA)SKA-RZ Bad Ischl;4820;Bad Ischl;Untere Lindaustrasse 44;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Oberösterreich;Petra Freilinger ;;;;;ja;ja;;;1;47.715646050000004;13.581397426473785
 KB Ampflwang Management GmbH Aldiana Club Ampflwang;4843;Ampflwang im Hausruckwald;Wömansedt 1;;;Hotelanlage;Oberösterreich;Petra Freilinger ;ja;;;;ja;ja;;;1;48.091327;13.566083
Freibad Oberwang;4882;Oberwang bei Mondsee;Oberwang 90;;;Freibad;Oberösterreich;Petra Freilinger ;;;;;ja;ja;;;1;47.865609;13.434197
Freibad Waldzell;4924;Waldzell;Waldzell Hofmark 1;;;Freibad;Oberösterreich;Petra Freilinger ;;;;;ja;ja;;;1;48.135553;13.426758
Schwimmbad Altheim;4950;Altheim;Braunauer Straße 7;;;Freibad;Oberösterreich;Petra Freilinger ;;;;;ja;ja;;;1;48.248696699999996;13.228957314470989
CG Liegenschafts GmbH;4963;St. Peter am Hart;Gewerbestraße 1;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Oberösterreich;Petra Freilinger ;;;;;ja;ja;;;1;48.2541681;13.078451176240563
Gemeindeamt Aurolzmünster;4971;Aurolzmünster;Schloßstraße 1;;;Freibad;Oberösterreich;Petra Freilinger ;;;;;ja;ja;;;1;48.249760800000004;13.455766155784222
Freibad St.Martin im Innkreis;4973;St.Martin im Innkreis;Jenseits 62;;;Freibad;Oberösterreich;Petra Freilinger ;;;;;ja;ja;;;1;48.293163050000004;13.44272448758371
Salzburg AG für Energie,Verkehr und Telekommunikation;5020;Salzburg;Bayerhamerstraße 16;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Salzburg;Petra Freilinger ;;;;;ja;ja;;;1;47.811521299999995;13.051240989058018
FC Red Bull Salzburg GmbHz.Hd. Hr. Dreweckyj;5071;Wals;Stadionstraße 2/3;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Salzburg;Petra Freilinger ;;;;;ja;ja;;;1;47.817262;12.996315
PensionsversicherungsanstaltSKA-RZ Großgmain;5084; Großgmain;Salzburger Straße 520;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Salzburg;Petra Freilinger ;;;;;ja;ja;;;1;47.728462;12.918415
Marktgemeindeamt Ostermiething;5121;Ostermiething;Bergstraße 30;;;Freibad;Salzburg;Petra Freilinger ;;;;;ja;ja;;;1;48.0456863;12.832210098499452
OTN Oberflächentechnik GmbH;5144;St.Georgen/Fillmannsbach;Filmannsbach 25;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Salzburg;Petra Freilinger ;;;;;ja;ja;;;1;48.1264832;13.0169717
Erlebnisbad-Mattighofen;5230;Mattinghofen;Mattseerstraße 41a;;https://www.mattighofen.at/Erlebnisbad;Freibad ;Oberösterreich;noch keine Zuordnung;;;;;ja;ja;;;1;48.089808;13.149231
OptimaMed RehabilitationszentrumAspach GmbH & Co KG;5252;Aspach;Revitalplatz 1-2;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Salzburg;Petra Freilinger ;;;;;ja;ja;;;1;48.182848699999994;13.301276030040066
Freibad Mauerkirchen;5270;Mauerkirchen;Badstraße 21;;;Freibad;Salzburg;Petra Freilinger ;;;;;ja;ja;;;1;48.186496;13.121541
Braunauer Erlebnisfreibad;5280;Braunau am Inn;Auf der Haiden 80;;;Freibad;Oberösterreich;Petra Freilinger ;;;;;ja;ja;;;1;48.24901315;13.045551356106921
Erlebnis-Freibad - Hallenbad & Sauna;5280;Braunau am Inn;Auf der Haiden 80;;;Frei- & Hallenbad;Oberösterreich;Petra Freilinger ;;;;;ja;ja;;;1;48.24901315;13.045551356106921
Management & Service St. Josef GmbHTechnischer Servicebereich;5280;Braunau am Inn;Ringstraße 60;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Oberösterreich;Petra Freilinger ;;;;;ja;ja;;;1;48.2559762;13.032885110869564
AMAG service GmbH;5282;Ranshofen;Lamprechtshausener Straße 61;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Salzburg;Petra Freilinger ;;;;;ja;ja;;;1;48.2251819;13.0277201
Kymera InternationalMepura Metallpulvergesellschaft mbH;5282;Ranshofen;Lachforst 2;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Salzburg;Petra Freilinger ;;;;;ja;ja;;;1;48.217783600000004;13.0323541937425
Wassergenossenschaft FaistenauObmann Herr Franz Klaushofer;5324; Faistenau;Lohstrasse 52;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Salzburg;Petra Freilinger ;;;;;ja;ja;;;1;47.772301;13.241861
Salzburg Sport GmbHz.Hd. Herrn Vogl;5330; Fuschl am See;Am Brunnen 1;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Salzburg;Petra Freilinger ;;;;;ja;ja;;;1;47.791356;13.295657
Universitäts- undLandessportzentrum Salzburg/Rif;5400; Hallein;Hartmannweg 4-6;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Salzburg;Petra Freilinger ;;;;;ja;ja;;;1;47.7218589;13.0679547
OptimaMed Gesundheitsresort St.Josef GmbH;5422;Bad Dürnberg;Hellstraße 1;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Salzburg;Petra Freilinger ;;;;;ja;ja;;;1;47.664079;13.090336
Gemeinde St. Koloman;5423;St. Koloman;Am Dorfplatz 29;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Salzburg;Petra Freilinger ;;;;;ja;ja;;;1;47.6422637;13.2039707
