Name;PLZ;Ort ;Straße;geschlossen/nicht vorhanden;Homepage;Typ;Bundesland;ADMA;Hogast;Privatkunde;potentieller Kunde;Bädertechnik;Service;Chemie;Telefon;Ansprechpartner;Berechnung;lat;lon
Waldschwimmbad;5600; St. Johann;Badweg 5;;;Freibad;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.35188733924530;13.20786345299790
Wasserwelt Wagrain;5602; Wagrain;Joseph-Mohr-Weg 5;;;Frei- & Hallenbad;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.332406;13.303797
Tappenkarsee;5603;Kleinarl;Tappenkarsee 2;;;Naturbadeanlage;Salzburg;noch keine Zuordnung;;;;;nein;nein;;;1;47.19461915;13.3185395
Edelweiss Mountain Spa;5611; Großarl;Unterbergstraße 65;;;Hotelanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.242934;13.195766
Hallenbad Hotel Tauernhof;5611; Großarl;Unterbergstraße 55;;;Hotelanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.244411;13.19695
Sport- und Freizeitzentrum Großarltal;5611; Großarl;Marktplatz 1;;;Freibad;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.238152;13.200658
Erlebnisbad Schwarzach;5620; Schwarzach im Pongau;Salzburgerstraße 9;;;Freibad;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.321914;13.160221
Naturschwimmbad St. Veit;5621; Sankt Veit im Pongau;Astenweg 1;;;Naturbadeanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.330762;13.152983
Badeanstalt Böndlsee;5622; Goldegg im Pongau;Mitterstein 6b;;https://www.xn--bndlsee-90a.at/;Naturbadeanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.313737;13.041337
Liegewiese Hotel Seeblick;5622; Goldegg;Mitterstein 2;;;Hotelanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.313344;13.043174
Moorbadesee Goldegg;5622; Goldegg am See;Hofmark 9;;;Naturbadeanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.31715277792070;13.099893993499500
Alpentherme Gastein;5630; Bad Hofgastein;Senator-Wilhelm-Wilflin-Platz 1;;https://www.alpentherme.com/de;Therme;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.169458;13.104275
Alpina Family, Spa & Sporthotel ;5630; Bad Hofgastein;Alpendorf 8;;;Hotelanlage;Salzburg;Petra Freilinger ;ja;;;;nein;nein;;;1;47.1703104;13.1060635
Gasteiner Badesee;5630; Bad Hofgastein;Vorderschneeberg 144;;;Naturbadeanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.143851;13.123483
Solarbad Gastein;5632; Dorfgastein;Solarbadstraße 24;;;Freibad;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.245993;13.109511
Sonnblickbad Rauris;5661; Rauris;Schwimmbadweg 26;;;Freibad;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.233977;12.998492
Wildpark und Kinderland;5661; Untertauern;Dorfstraße 22;;;Naturbadeanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.3033;13.507127
Schlossbad Bruck;5671; Bruck/Glstr.;Sportplatzstraße 16;;;Freibad;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.286688;12.817622
Bärenbad Fusch;5672; Fusch an der Großglocknerstraße;Taxenbacher Fusch 116;;;Freibad;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.2443103;12.8274638
Badeplatz Wieshof;5700; Zell am See;Thumersbacherstraße 57;;;Naturbadeanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.3389613;12.813114
Hallenbad Zell am See - 100° FREIZEIT Zell am See - Hallenbad;5700; Zell am See;Steinergasse 3-5;vorübergehend geschlossen;https://www.100freizeit.com/hallenbad-pinzgau;Hallenbad;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.32733559672006;12.79571183096573
Strandbad Erlberg;5700; Zell am See;Seeuferstraße 136;;;Naturbadeanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.3114139;12.8165771
Strandbad Schüttdorf;5700; Zell am See;Seespitzstraße 9;;;Naturbadeanlage Plus;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.311850750000005;12.796347087241767
Strandbad Thumersbach;5700; Zell am See;Pocherweg 28;;;Naturbadeanlage Plus;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.329205;12.8114531
Strandbad Zell am See;5700; Zell am See;Esplanade 16;;;Naturbadeanlage Plus;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.3260893;12.7997713
Zeller See;5700;Zell am See;Brucker Bundesstraße 1a;;;Naturbadeanlage;Salzburg;noch keine Zuordnung;;;;;nein;nein;;;1;47.32225975;12.79708175132221
Tauern SPA Zell am See - Kaprun - Ein Resort der VAMED Vitality World;5710;Kaprun;Tauern Spa Platz 1;;https://www.tauernspakaprun.com/de;Therme;Steiermark;noch keine Zuordnung;;;;;nein;nein;;;1;47.28281;12.7594668
Hinkelsteinbad Piesendorf;5721; Piesendorf;Schwimmbadstraße 228;;;Freibad;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.2877917;12.7140945
Luziapark - Niedernsiller Naturbadesee;5722; Niedernsill;Salzachstraße 10;;;Naturbadeanlage Plus;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.278557;12.644879
Erlebnisbadesee Uttendorf/Weißsee;5723; Uttendorf;Schulstraße 2;;;Naturbadeanlage Plus;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.285251;12.570916093973839
Freibad Stuhlfelden;5724; Stuhlfelden;Nr. 190;;;Freibad;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.288177;12.5286819
Freischwimmbad Mittersill;5730; Mittersill;Sportplatzstraße 10;;;Freibad;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.28192705;12.489202200000001
Hallenbad Mittersill;5730; Mittersill;Hallenbadstraße 1;;;Hallenbad;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.2777754;12.4828485
Freizeitanlage Hollersbach;5731; Hollersbach im Pinzgau;Hollersbach 12;;;Naturbadeanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.274864;12.419605
Freibad Mühlbach;5733; Bramberg am Wildkogel;Mühlbach 68;;;Freibad;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.27568;12.37519
Naturbadeanlage Neukirchen;5741; Neukirchen am Großvenediger;Marktstrasse 171;;;Naturbadeanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.25386375;12.27954335
Kristallbad Wald/Königsleiten;5742; Wald im Pinzgau;Wald 30;;;Frei- & Hallenbad;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.247315;12.225707
SCHWIMMBAD, SPA & MASSAGE im Alpenwelt Resort****;5742; Wald/Königsleiten;Königsleiten Nr. 81;;;Hotelanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.250889;12.121275
Freischwimmbad Krimml;5743; Krimml;Oberkrimml 37;;;Freibad;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.2221301;12.175514
Strandbad Maishofen;5751; Maishofen;Saalhofstraße 2;;;Naturbadeanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.361101;12.804946
Erlebnisbad Käpt'n Hook;5753; Saalbach;Glemmtaler Landesstraße 390;;;Freibad;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.3909751;12.63144563008791
Mystisches Teufelswasser im Hinterglemm Talschluss;5754; Saalbach-Hinterglemm;Talschlussweg 376;;;Naturbadeanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.3658485;12.507912
Erlebnisschwimmbad Obsmarkt;5760; Saalfelden am Steinernen Meer;Obsmarktstraße 38a;;;Freibad;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.429436300000006;12.854598629554577
Naturbadeanlage Ritzensee;5760; Saalfelden am Steinernen Meer;Ritzenseestraße 37;;;Naturbadeanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.4201433;12.8475569
Erlebnisbad Sommerstein;5761; Maria Alm am Steinernen Meer;Sommersteinweg 2;;;Freibad;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.409039;12.915240199555338
Hallenbad, Marco Polo Club Alpina;5761; Maria Alm - Hinterthal;Kreidenbachweg 6;;;Hotelanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.4092737;12.9802458
Hallenbad, Sporthotel Alpenland;5761; Maria Alm am Steinernen Meer;Hochkönigstraße 31;;;Hotelanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.4037595;12.902799402570281
Hallenbad, Urslauerhof Hinterthal;5761; Maria Alm am Steinernen Meer;Urslaustraße 2;;;Hotelanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.4063469;12.9737271
Freizeitanlage Sonnrain;5771; Leogang;Sonnrain 62;;;Freibad;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.440778;12.755432
Alfa Fitness GmbH;6020;Innsbruck;Innrain 143;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Tirol;Ernst Schügerl;;;;;nein;nein;;;1;47.25606825;11.377418445111278
Badesee Rossau;6020;Innsbruck;Josef-Mayr-Nusser-Weg 29 ;;;Naturbadeanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.264708299999995;11.445190565227401
Baggersee Innsbruck;6020;Innsbruck;Archenweg 62;;;Naturbadeanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.2668348;11.4486356
Freibad Tivoli;6020;Innsbruck;Purtschellerstraße 1 ;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.2601486;11.4069014
Hallenbad Amraserstraße;6020;Innsbruck;Amraser Straße 3 ;vorübergehend geschlossen;;Hallenbad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.26509075;11.40541287606635
Hallenbad Höttinger Au;6020;Innsbruck;Fürstenweg 12 ;;;Hallenbad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.26514875;11.3806705
Hallenbad Landessportzentrum;6020;Innsbruck;Olympiastraße 10 ;;;Hallenbad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.2582557;11.4097944
Hallenbad Olympisches Dorf;6020;Innsbruck;Kugelfangweg 46 ;;;Hallenbad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.2693948;11.44704312887145
Hallenbad USI;6020;Innsbruck;Fürstenweg 185 ;;;Hallenbad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.25707425;11.35647292873523
ibis acam Bildungs GmbH;6020;Innsbruck;Leopoldstrasse 31a;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Tirol;Petra Freilinger ;;;;;nein;nein;;;1;47.2592807;11.3971042
Sportanlage Ursulinengymnasium;6020;Innsbruck;Fürstenweg 86 ;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.2624225;11.369916450000002
Schwimmbad Hall;6060;Hall in Tirol;Scheidensteinstr. 24 ;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.285048;11.496506277235873
Hallenbad Rum;6063;Rum;Lärchenstraße 41 ;;;Hallenbad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.28889805;11.446859079054782
Lansersee;6072;Lanz;Lansersee 73;;https://www.lansersee.at/;Naturbadeanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.2402748;11.418359247107439
Freibad Hotel Gruberhof;6080;Innsbruck;Heiligwasserweg 12 ;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.228196;11.415461
Hallenbad Patsch;6082;Patsch;Römerstraße 14 ;;;Hallenbad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.204696150000004;11.416271466108569
Freibad Axams;6094;Axams;Innsbruckerstr. 80 ;;www.axams.tirol.gv.at;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.232479049999995;11.291544324019199
Hallenbad Axams;6094;Axams;Innsbruckerstr. 80 ;;www.axams.tirol.gv.at;Hallenbad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.232479049999995;11.291544324019199
Alpenpark Resort Seefeld;6100;Seefeld in Tirol;Speckbacherstraße 182 ;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.3314727;11.1926495
Möserer See;6100;Telfs;Möserer Seeweg;;;Naturbadeanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.31284794398827;11.150449721188327
Olympia-Hallenbad Seefeld;6100;Seefeld in Tirol;Klosterstraße 600 ;;www.seefeld-sports.at;Hallenbad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.3269114;11.18264
Strandbad Wildsee/Strandperle;6100;Seefeld in Tirol;Innsbrucker Straße 500 ;;;Naturbadeanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.3225379;11.192411207787202
Wildsee Freibad Strandperle Seefeld;6100;Seefeld in Tirol;Innsbruckerstraße 500 ;;www.strandperle.at;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.323037;11.191654
Freibad Alpenkönig;6103;Reith bei Seefeld;Gschwandtkopfweg 96;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.308578350000005;11.195882731977553
Waldschwimmbad Seefeld;6103;Reith bei Seefeld;Auland 13;;www.engl-hof.com;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.3098774;11.1997669
ErlebnisWelt Alpenbad Leutasch;6105;Leutschach;Weidach 275;;https://www.alpenbad-leutasch.com/;Therme;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;46.66722;15.46889
Alpenbad Wattens;6112;Wattens;Dr.-Karl-Stainer-Straße 32 ;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.2945105;11.58126876278428
Badesee Weißlahn;6123;Terfens;Weißlahn 4;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.322596450000006;11.659699244857865
Schwimmbad Schwaz;6130;Schwaz;Innsbrucker Straße 72 ;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.3373333;11.7048963
Freibad Stans;6135;Stans;Am Rain 274;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.368375799999995;11.715514056497554
Freibad Mieders;6142;Mieders;Dorfstraße 19 ;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.16986;11.381646
Freischwimmbad Steinach;6150;Steinach am Brenner;Kranebitten 218;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.0926090190512;11.469277251593269
Hallenbad Gschnitz;6150;Gschnitz;Gschnitz 62 ;;;Hallenbad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.050405;11.364043447862526
Strandbad Natters;6161;Natters;Natterer See 1 ;;www.natterersee.com;Naturbadeanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.23716265;11.33884305368058
Freibad Mutters;6162;Mutters;Birchfeld 39;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.22591455;11.3681413
Freibad Fzz Neustift;6167;Neustift im Stubaital;Stubaitalstr. 110 ;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.1082563;11.3038606
Freibad Neustift;6167;Neustift im Stubaital;Bachertalweg  ;;www.stubai.at;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.110542834894034;11.302455850828999
Hallenbad-Freibad Neustift;6167;Neustift im Stubaital;Stubaitalstraße 110 ;;www.freizeitzentrum-neustift-stubaital.at;Frei- & Hallenbad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.1082563;11.3038606
Freibad Zirl;6170;Zirl;Schwimmbadweg 12 ;;www.zirl.at;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.2766746;11.236612740966047
Freibad Völser Badl;6176;Völs;Blaike 7;;www.voels.at;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.25257465;11.325431360212418
Freibad Jenbach;6200;Jenbach;Auf der Huben 3b ;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.3898596;11.7722811031088
Kinderhotel Buchau Eben am Achensee;6212;Eben am Achensee;Buchauerstraße 3;;https://buchau.com/;Hotelanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.4341058;11.734120556043258
Strandbad Maurach / Atoll Achensee;6212;Maurach;Achenseestraße 63  ;;;Naturbadeanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.430503099999996;11.73663688380249
Strandbad Pertisau;6213;Pertisau;Pertisau 62 ;;;Naturbadeanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.43324255580351;11.68982068105554
Strandbad Achenseehof;6215;Achenkirch;Achenkrisch 29;;;Naturbadeanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.5276244;11.7056026
Freibad Brixlegg;6230;Brixlegg;Römerstraße 32 b;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.42759585;11.881863385160202
Freibad Kramsach;6233;Kramsach;Seebühel 15 ;;www.camping-stadlerhof.at;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.45769205;11.881459116797185
Strandbad Kramsach Krummsee;6233;Kramsach;Seebühel 18 ;;;Naturbadeanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.45562195;11.882155877170753
Strandbad Kramsach Reintalersee;6233;Kramsach;Alpbach Tourismus Zentrum 1;;;Naturbadeanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.4450519;11.8808259
Reither See;6235;Reith im Alpbachtal ;Dorf 26;;;Naturbadeanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.4161772;11.8787195
Hallenbad Alpbach;6236;Alpbach;Alpbach 420 ;geschlossen;www.alpbach.tirol.gv.at;Hallenbad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.396354;11.940545
Berglsteinersee;6252;Breitenbach;Oberberg 75;;;Naturbadeanlage;Tirol ;noch keine Zuordnung;;;;;nein;nein;;;1;47.4720838;11.911570231755425
Strandbad Breitenbach am Inn/ Schwimmbad Kundl;6252;Breitenbach am Inn;Spotrplatz 1;;;Naturbadeanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.478139;11.986799
Strandbad Schlitters;6262;Schlitters;Schlitters 52a ;;www.schlitters.at;Naturbadeanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.3775;11.840674
Erlebnistherme Zillertal;6263;Fügen;Badweg 1 ;vorübergehend geschlossen;;Therme;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.338431;11.855082040998962
Freibad Fügen;6263;Fügen;Badweg 1;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.338431;11.855082040998962
Hallenbad Hotel Seetal - Alpin Family Resort ;6272;Kaltenbach;Innere Embergstraße 6;;;Hotelanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.2908557;11.870312264314515
Badesee & Hallenbad Aufenfeld;6274;Aschau im Zillertal;Aufenfeldweg 10;;https://www.camping-zillertal.at/de/hallenbad-zillertal-camping-aufenfeld;Frei- & Hallenbad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.2651735;11.901116029201146
Freibad Stumm;6275;Stumm;Unterwaldstraße 1;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.289807;11.888454527835648
Hallenbad Hainzenberg;6278;Hainzenberg;Dörfl 398 ;;www.doerflwirt.at;Hallenbad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.217709;11.9012463
Freizeitpark Erlebnisfreibad;6280;Zell am Ziller;Schwimmbadweg 7;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.22920995;11.878228397478928
Hotel Alpenhof Gerlos;6281;Gerlos;Gerlos 125;;https://www.alpenhof-gerlos.at/;Hotelanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.224172;12.03160279863222
Kinderhotel Almhof Gerlos;6281;Gerlos;Gerlos 45;;https://www.familyresort.at/de/;Hotelanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.2118688;12.0031478
Hallenbad Ramsauerhof;6283;Ramsau; Talstraße 95 ;;;Hotelanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.201449350000004;11.87173602174976
Hallenbad Hotel Strass;6290;Mayrhofen;Hauptstraße 470 ;;;Hotelanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.163723;11.861371
Sport und Erlebnisbad Mayrhofen;6290;Mayrhofen;Waldbadstraße 539 ;;;Frei- & Hallenbad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.164245449999996;11.864240328941975
Freibad Finkenberg;6292;Finkenberg;Persal 216 ;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.151007;11.81855
Freibad Hintertux;6294;Tux;Hintertux 765 ;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.114318;11.681556
Thermal-Hallenbad im Badhotel Kirchler Hintertux;6294;Tux;Hintertux 765 ;;;Hallenbad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.114318;11.681556
Hallen-Freibad Wörgler Wasserwelten;6300;Wörgl;Innsbruckerstr. 112 ;;;Frei- & Hallenbad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.477912950000004;12.0404523536
Freibad Itter;6305;Itter;Liftweg 2 ;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.4728336;12.146996115308369
Freibad Söll;6306;Söll;Stampfanger 5 ;;www.panoramabad-soell.at;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.5024858;12.1982574
Hallenbad Söll;6306;Söll;Stampfanger 5 ;;www.panoramabad-soell.at;Hallenbad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.5024858;12.1982574
Strandbad Söll;6306;Söll;Stampfanger 5 ;;www.moorsee.at;Naturbadeanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.5024858;12.1982574
Freibad Wildschönau;6311;Wildschönau;Hauserweg 337 ;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.4483954;12.0661617
Frei-Bad Häring;6323;Bad Häring;Schwimmbadstraße 4 ;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.515801749999994;12.116185282032554
Hallenbad GH Schnellrieder;6324;Mariastein;Mariastein 24 ;;www.alpenhof-mariastein.com;Hotelanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.5308503;12.060321496932232
Freibad Kufstein;6330;Kufstein;Fischergries 36;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.587886849300006;12.167417893331063
Strandbad Hechtsee;6330;Kufstein;Hechtsee 8a ;;;Naturbadeanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.6084307;12.1694988
Strandbad Schwoich;6334;Schwoich;Dorf 1 ;;www.schwoich.at;Naturbadeanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.54368155;12.140568949999999
Badesee Thiersee;6335;Thiersee;Vorderthiersee 44;;;Naturbadeanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.5947214;12.1169471
Freibad Landl;6335;Thiersee;Landl 7 ;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.58845215;12.038379034636364
Strandbad Ost, Thiersee;6335;Thiersee;Breiten 99  ;;;Naturbadeanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.5898599;12.1253708
Badesee Stimmersee;6336;Langkampfen;Am Stimmersee;;https://www.stimmersee.com/;Naturbadeanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.573294780173626;12.137918786914494
Freibad Ebbs;6341;Ebbs;Gießenweg 20 ;;www.hallodu.at;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.624185;12.21289
Waldschwimmbad Niederndorf;6342;Niederndorf;Badweg 10 ;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.6436906;12.2170673
Freibad Erl;6343;Erl;Mühlgraben 49 ;;www.erl.tirol.gv.at;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.6734237;12.1785658
Erlebnislandschaft im Hotel Seehof Walchsee;6344;Walchsee in Tirol;Kranzach 20;;https://www.seehof.com/de/;Hotelanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.652435;12.320561
Strandbad Walchsee;6344;Walchsee;Johannesstraße 30;;www.walchsee.tirol.gv.at;Naturbadeanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.6509938;12.3257954
Freibad Kössen;6345;Kössen;Schwimmbadweg 4 ;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.67579715;12.4027299
Hallenbad Kössen;6345;Kössen;Außerkapelle 2a ;;www.hotel-alpina.at;Hallenbad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.663477349999994;12.390456112657631
Walchsee Strandbad Kössen;6345;Kössen;Dorf 14;;;Naturbadeanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.6702295;12.4057716
Strandbad Scheffau/Naturbadesee Hintersteiner See;6351;Scheffau am Wilden Kaiser;Hinterstein 57 Kiosk;;www.baernstatt.at;Naturbadeanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.5420732;12.2228607
Freibad Kaiserbad;6352;Ellmau;Wimm 1 ;;www.kaiserbad.com;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.52346005;12.296292139995284
Hallenbad Kaiserbad Ellmau;6352;Ellmau;Wimm 1 ;;;Hallenbad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.5232815;12.2963126
Badesee Going;6353;Going am Wilden Kaiser;Aschauerweg 35 ;;www.going.at;Naturbadeanlage Plus;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.521003;12.348163867265939
Freibad Going am Wilden Kaiser;6353;Going am Wilden Kaiser;Kaiserweg 1 ;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.515574;12.344229965447443
Hopfgarten Freibad;6361;Hopfgarten im Brixental;Kelchsauer Straße 27 ;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.432436;12.153652
Hopfgarten Strandbad;6361;Hopfgarten im Brixental;Kelchsauer Straße 27 ;;;Naturbadeanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.432436;12.153652
Freibad Westendorf;6363;Westendorf;Ried 1 ;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.4289038;12.205521331254506
Freibad Brixen im Thale;6364;Brixen im Thale;Schwimmbadweg 23 ;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.447697;12.25341
Hallenbad Alpenhof Brixen Hotel;6364;Brixen im Thale;Weidach 8 ;;;Hallenbad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.451622;12.262115
